Rank,Sender Address,Funders Funded,Creators Funded,Total Tokens Launched,SOL Sent,Tokens Created,% of Total Tokens
39663,GnTQ4b3Qmg1zDm9j7nBbyGHKFz9yTn8yf1pGR4JcdcKK,1,1,1,0.00,1,0.0584%
39664,GnUY4dRWtAwMgcUuqhDgHVqsKhBDNtHyRwtmgG8ynyJd,1,1,1,0.00,1,0.0584%
39665,GnWjDSQzCRMUFZVLNvhpNp7VWGgkDtRUS1hZEgpf6PdK,1,1,1,0.00,1,0.0584%
39666,GnYjDV12u5q6LbKud5sK4RVgDjgiDA9wMfVhzjDHqAE5,1,1,1,0.00,1,0.0584%
39667,GncQnR8pSTkiWVUZJzXNHd5ZvvWc8kCHDzL6f3DwzE8J,1,1,1,0.00,1,0.0584%
39668,GnhJPEoiA2Px5SHAnHaYR2zZx4SNeaMpnUwgH4xo3QPn,1,1,1,0.00,1,0.0584%
39669,GnmfPxdQmNMbj8Db8VdXsxC9aPj7SH5QCQejXH2sdKQ1,1,1,1,0.00,1,0.0584%
39670,Gnpt3Mcvv3ZVBWdDwt7X64oq5qCpw9Ms4RZopaAeo6z,1,1,1,0.00,1,0.0584%
39671,Gnq1R3PKcgkTLcxTz7rpjmvayoZuqu8WHN7UXTD5NWYW,1,1,1,0.00,1,0.0584%
39672,GnsnC4SeVpU1qM8tv9pWVymxGnokqnJJDy1GKBjAaA9M,1,1,1,0.00,1,0.0584%
39673,GntrqYGVKQG9N9HoK9WGGdWZmW1TtRH32WT3fy9rvT1d,1,1,1,0.00,1,0.0584%
39674,Gnuy1y81cvZJSaWxvHYRv7kiqmyws6XAmNUSktqYw1Ta,1,1,1,0.00,1,0.0584%
39675,GnxbCn9yzCQdvEkNDBQfWWkhvKFeApV8WDuDUvd87eX6,1,1,1,0.00,1,0.0584%
39676,GnyXeAD3GmyEEa8TZDbEdh4KYfbezSVXfENupG3Hwi6Y,1,1,1,0.00,1,0.0584%
39677,GnyirnZboGyhVpeo6H8ajGB5C9FBUFj9n24MDZEGo2Qx,1,1,1,0.00,1,0.0584%
39678,GnzZustgJntuZGLPxfrxizuVCBpBMYwgHRV8qN9EEPV2,1,1,1,0.00,1,0.0584%
39679,Go1Bvvwe5x9R2tPFmJj5NedjZsVDyggJZ9dvmL6h3BV5,1,1,1,0.00,1,0.0584%
39680,Go1uQacdATnFqDqHrtGrv35uko5DiVyxs65eNidz438N,1,1,1,0.00,1,0.0584%
39681,Go29LinC6PVU9nznrzicz12xsk4nThbffD36Nvskqmof,1,1,1,0.00,1,0.0584%
39682,GoCkEwp7cKDzYRBSvapGcZpnQvh3H3HrD4FNDavDJ9hN,1,1,1,0.00,1,0.0584%
39683,GoEztjCMfF5k7b8PYwN68ZeEbFbxEEN8d4n8aZv5gPU,1,1,1,0.00,1,0.0584%
39684,GoGyvhBgog9ZWRVHCRRRxRXM66gVzq54wbFiu8RbSV51,1,1,1,0.00,1,0.0584%
39685,GoMG4i9dDwPGQC4ueD7bHUEejXTseEXuYPN1jizdPn1c,1,1,1,0.00,1,0.0584%
39686,GoQTpGp3y4frtwjJdYGU2YvT4tKV8CXCX3Y59QPmraKZ,1,1,1,0.00,1,0.0584%
39687,GoQubwMefZcWTXKUY7BPEdUc94Bg752VNo2irTy9YArk,1,1,1,0.00,1,0.0584%
39688,GoRjNniAGo8ETksHuitWdSmE7MjGbfnaTNZJ8xzQjMBq,1,1,1,0.00,1,0.0584%
39689,GoTwC97u745MzEupmYtio5aSCHCdaQ9PGuc8Mv5ckbjv,1,1,1,0.00,1,0.0584%
39690,GoUJSxebhTYbCcNd59KchrF4zYbEhKJzRGDQ1AVQG9st,1,1,1,0.00,1,0.0584%
39691,GoUyoxnUCZzNJ34Z7DcgyLT7h5iinLAyZvKxZBRjfoma,1,1,1,0.00,1,0.0584%
39692,GoW6V7ddo2KQ9REgX2AL9rpvfUidW7kZi59M8rDQsAUk,1,1,1,0.00,1,0.0584%
39693,God1FU1ZrZJhddZzXncF3bTSzhejpjf1cRSumP9qAKR6,1,1,1,0.00,1,0.0584%
39694,GodreuTTVFSVvQLNhhgg7LjiYbZoVpiEGK81iLtCL8ri,1,1,1,0.00,1,0.0584%
39695,GonwuwVMLsa8uKJWJyZqAJbxiL9Jmwuab5Ya2QGkpH79,1,1,1,0.00,1,0.0584%
39696,GooawRimLoCg8499dBsxvQyvW1wXB13DyyT4dTkLq97T,1,1,1,0.00,1,0.0584%
39697,GotrGSx53rS4uyjCo5xrNNRwoGfufpthvvG9wd6LkjUd,1,1,1,0.00,1,0.0584%
39698,Gp3QQU3Ndku4uHTCJJXWXcPdxbDi941fZZ5zgGFTrFnk,1,1,1,0.00,1,0.0584%
39699,GpDEDjA35wt2FpbbJaFh15r7dbgmdc1KxjJ9GyWiPiK4,1,1,1,0.00,1,0.0584%
39700,GpLnfyA4DXcsMZrePozeirzYsmZf4X1ZqhPMuDEQxmse,1,1,1,0.00,1,0.0584%
39701,GpLqHD7TneK7Bc4dSJkhq4dPt6BKYQQCdDAfgsEU1ueg,1,1,1,0.00,1,0.0584%
39702,GpPfFGpvbUCPY4WVuddAJs2AdBZSDN6jWTRLtZaad6u9,1,1,1,0.00,1,0.0584%
39703,GpQco1jrrsSMfJQXABT6nQV26Q8qDJunPSN8DVB56r3W,1,1,1,0.00,1,0.0584%
39704,GpSFd4UAFW9Ah5ZrK8YyxmWsv97Amcm9D46hErCmCLHV,1,1,1,0.00,1,0.0584%
39705,GpUnRguUhzrXG6b2YwmEPrhb7nPuDpGBP5m4dZNrnCRd,1,1,1,0.00,1,0.0584%
39706,GpUnWH5YRyxhoYtiK9BmrmbqkuSct21Si9zXbwpLMvpi,1,1,1,0.00,1,0.0584%
39707,GpVWUAk8GDuwG1yKBwAT6anL2dTAWm11FBznjfYHEtVb,1,1,1,0.00,1,0.0584%
39708,GpX2GnjHaD9pKjKzEsgb6yfERQFvq7DmwDD8eSnzBLhW,1,1,1,0.00,1,0.0584%
39709,GpYVdhjEED1XCGgtn7VaTYw6R4J4psw1KZDFuSavTXFR,1,1,1,0.00,1,0.0584%
39710,GpZaHsGPNJSg33579kmtZ7BcNgRcJg4cvBFvrryYEcHf,1,1,1,0.00,1,0.0584%
39711,GpbSna8USy6QFoPkDvvtAws8MtXV4GsqanTPzN6x5PG4,1,1,1,0.00,1,0.0584%
39712,GpdkqGimbLo63wsEMhpDm1kt3WVyVBEVrdy958V5cNmJ,1,1,1,0.00,1,0.0584%
39713,Gpf1Q9EhMQwPeh17akwffmMdh1j7MeBg6rqRxLfdAzPp,1,1,1,0.00,1,0.0584%
39714,Gphr3i2HAcUAKR9nVwnpiS3rpKqPLfLVJx4xB1sPr6s4,1,1,1,0.00,1,0.0584%
39715,GpkiNRUUj91CKEE3dUxZjYpCqnSLvmSuXiRn3abZ88ww,1,1,1,0.00,1,0.0584%
39716,GpoL9A5aHSwpHWBH99Nw4tSkeq3fSW17SnnzbgGjeL5T,1,1,1,0.00,1,0.0584%
39717,GpqJzpDXvMShQ2zYq1wNfuwg7252prwejyG5F3Gop93G,1,1,1,0.00,1,0.0584%
39718,GpsuBFiXWMeAd1rz9rHT7jtfXi7XwLgqk7GbWGc8tewa,1,1,1,0.00,1,0.0584%
39719,GptKcBrWusW7Pw2eXGR2xHPNLQzFxLaNTVvmgQwKnZxN,1,1,1,0.00,1,0.0584%
39720,Gpx4DNemLBo2GgSdYDTMMArkg2zLzU7RvTWUfcsBdPZZ,1,1,1,0.00,1,0.0584%
39721,Gpy7gYVq9j5SnE6UaL8jD9SNC6nxYfMTLViBJxB7fM5E,1,1,1,0.00,1,0.0584%
39722,Gq7DEdz1AqSM2VrZRC9o3DhUEUGgLGr1iDgyJEE1kDYK,1,1,1,0.00,1,0.0584%
39723,GqCtZPPAWzJPGNgJpGMZsf1BXaaGfD7HxPYFRa2cZsqv,1,1,1,0.00,1,0.0584%
39724,GqEPSGZzZGSpPScyJorKJbNv9SGfF5Z8mDnjMBsjFQVY,1,1,1,0.00,1,0.0584%
39725,GqFEcS8ti3EMRs3z8MTf71i3RLoMJC5Zio5Mz9QMVV63,1,1,1,0.00,1,0.0584%
39726,GqFWRwinSJmbfyt4o4SV9aDqTXj31Z9x8GXHDs5Kws7a,1,1,1,0.00,1,0.0584%
39727,GqGX7tmg5gFuBUWwT5YdfPNthWSiUUyKSVeaPKB5C51Q,1,1,1,0.00,1,0.0584%
39728,GqMHuJa93a35JGBqKsVG64DR88J8jnr7ceUB46Cxev5L,1,1,1,0.00,1,0.0584%
39729,GqMRUVB9t7oUokVNLFYLcSZq5okRtg79r74GnFmALt3L,1,1,1,0.00,1,0.0584%
39730,GqNG9YKrAfgyZLGgnFePgMni6FP8mTcGw15f1vBrovbK,1,1,1,0.00,1,0.0584%
39731,GqNRHSQLr8hzNGtv2BhNq6MEShmbEeegVrQrvDZKFeo8,1,1,1,0.00,1,0.0584%
39732,GqXWn8Fzj8C2PpXDgmBJ1j2JqyYvXgvuxAhwQnMYqagM,1,1,1,0.00,1,0.0584%
39733,Gqeu6XYscBh3Ha4MMDWoykkNBgaoBy5ScAY3HemGA97z,1,1,1,0.00,1,0.0584%
39734,GqkoifzBa62JBrmjc9PGS2gcrUaaGXK5jazxWjga2WRB,1,1,1,0.00,1,0.0584%
39735,GqqoAwkpcSdmu2d61kCCH3siYV8YqC5dZYDJGrc3vP56,1,1,1,0.00,1,0.0584%
39736,GqsTYzEFUqnbvdRKgBSd3LzbYU6YcCRLZRe37HoQhW4q,1,1,1,0.00,1,0.0584%
39737,Gqv6KFWBW9um2gX4WLCkAr6K2xaEHpDdrmXi9PC5iRKQ,1,1,1,0.00,1,0.0584%
39738,Gqx69GU7shNT6y98Yq7QKMAsGPYH3BQaRtaTSem3vLSE,1,1,1,0.00,1,0.0584%
39739,Gr11p2o2DLZ5F5Znp4Dva9C7ZSa4bpCUUbTUPVZbUeUy,1,1,1,0.00,1,0.0584%
39740,Gr1Z2cTAZRx3iWjjkwVuozc4V7wRv2EmTgwzvLeQnyua,1,1,1,0.00,1,0.0584%
39741,Gr51WeEUDFGGsnzXMHvSL6X97wSYw6iJnEdDunTbbz7P,1,1,1,0.00,1,0.0584%
39742,GrDia5rXRrvz6san5mnwuLbVFndtLaPASgMfh98wu8g7,1,1,1,0.00,1,0.0584%
39743,GrHARmMYAjP6MxqsLxxUYZKLGCPoYXse8khreHeVrMMY,1,1,1,0.00,1,0.0584%
39744,GrJ8ybqbsSpQkdpv4yyR1Cc1KDEzduo4ATuGdhcntt1b,1,1,1,0.00,1,0.0584%
39745,GrNzR5W4KwXAQ1enpMsyUT5SU92m2nih99Bz7F2WDuh7,1,1,1,0.00,1,0.0584%
39746,GrPGvL6GoYvpFufUSmPe43vfDWt9tCFP9xwcc7sjrfhn,1,1,1,0.00,1,0.0584%
39747,GrPZN4zYDDQUmNn6yT4eHBSqktor1Y4ZL5KWeauqbHXk,1,1,1,0.00,1,0.0584%
39748,GrTUTr7L3qurJN7j6HVAcPPLhgV7a7yx9iKn4wiCWuia,1,1,1,0.00,1,0.0584%
39749,GrTcwxbbyZBMK4X79njhBZFr4od7YUsYexN9jpxZM8gB,1,1,1,0.00,1,0.0584%
39750,GrTgRAbmRyuSMSFdQNKGUFkgjFLFz5p4dJs5ubbFC6Y2,1,1,1,0.00,1,0.0584%
39751,GrW1np9S3V1vC79zTeb8qXFhtNfpDqd4oprR2HxWxgjb,1,1,1,0.00,1,0.0584%
39752,GrXiCvSh8QeWgKtbSvWPwdCxVA6exfsVT8KCLxvz37gN,1,1,1,0.00,1,0.0584%
39753,GrXmV5FBaUaBZ9ABiE9eVTj4w9LSBA9NJECcPghkrt6B,1,1,1,0.00,1,0.0584%
39754,GrYhGpv8hzVcyk6cFSfScrvqsocdMwLqgMsT2ySa3WZW,1,1,1,0.00,1,0.0584%
39755,GrZxYeebgJ8R4ssyRw8oJVyuh1zojssXH9zQsm6oU3J6,1,1,1,0.00,1,0.0584%
39756,GraH39cGNyGdpHi1E16TaW4iFPAWRRrBnYTcxmKhvoGV,1,1,1,0.00,1,0.0584%
39757,GrbqorM7rMBvXnBHycBR9Vep7eTReZqfBvVmDhVeHkev,1,1,1,0.00,1,0.0584%
39758,Grih6fWC5UfzAZxmP3mNH43Uotsf6nkJGKKhzNVcR4jm,1,1,1,0.00,1,0.0584%
39759,GrvpmvxKjtiXyM4fqc4RM5THHS2yDbtjLtsWxMxeYk37,1,1,1,0.00,1,0.0584%
39760,Grxq1kqXBuZJ8tpriUbmh3kYRShXmNmJJPmvs7uCAt1G,1,1,1,0.00,1,0.0584%
39761,Gs79zK1cx5JoWPBAYiWu3HYUzpSGGfUifBdJu6f6CDSN,1,1,1,0.00,1,0.0584%
39762,Gs87hrmRFMMXCYDz5v8wPftpBoubsi7tYcqLMdSuVE1n,1,1,1,0.00,1,0.0584%
39763,GsAsL4UfEhQ9DwBNNdpibRnEx9pLF6vTCKDbbptquZUq,1,1,1,0.00,1,0.0584%
39764,GsECZFYQR1yE7nAJ9diDjtnMCFiRsesew6NBJ9TmwaUU,1,1,1,0.00,1,0.0584%
39765,GsKhxRBAV59pXEBq8v814cT8QqvJKfJiSXjGrk5MUw2a,1,1,1,0.00,1,0.0584%
39766,GsM4oq8W6Y87GAR82W1cnLcY6cdEHWeWqWnoDNCyEcnS,1,1,1,0.00,1,0.0584%
39767,GsWmmMPhWCTZW8np6rfey3S8ZW31wUWY7oNwFVzbFhXo,1,1,1,0.00,1,0.0584%
39768,GsdHr21dsfuw5LYkNwDWDDLqqHrZNAx3rDjWnxarJKNP,1,1,1,0.00,1,0.0584%
39769,GsgHpjjEyXRcEoeVEE1eKdo1KfSocdXcomRNQmXP6Wx1,1,1,1,0.00,1,0.0584%
39770,Gsnvfrk8Pt4hFv62yPS9Ytva37zn7z2KxGfg9FGbE9LM,1,1,1,0.00,1,0.0584%
39771,GssKnJ68pN77m68hVpH1sXfTCzcVsCZo9dLV7zLk8wSv,1,1,1,0.00,1,0.0584%
39772,GstKXaBAA1Y6CRgh6RKXrey1R8GnKEjSAR8dQMhELtNn,1,1,1,0.00,1,0.0584%
39773,GsyKDu3WK4keWrvNhXRSg8U5rDJqjW61bbYqL7oJFHvt,1,1,1,0.00,1,0.0584%
39774,Gsz122KY34V9tahKq4bUEkG9eYFiE8962YC1XoXtzqrq,1,1,1,0.00,1,0.0584%
39775,Gt62r53hjg6aB6WLypjp3iLbfi3UVmfQvYTKN7M7eJ2y,1,1,1,0.00,1,0.0584%
39776,Gt8b6sYeZNCCfGajvqaEFtbP5frGdPdigjsxR1NR6zrP,1,1,1,0.00,1,0.0584%
39777,Gt8bJhviMAup6WaVCvnVLHs9MEvLjoprhUiML3XTVfK1,1,1,1,0.00,1,0.0584%
39778,GtBYBsNpEL45QhBsTYhFSsWRVay66w9uXVTXNEZBbGPn,1,1,1,0.00,1,0.0584%
39779,GtBuD78ZmB2JCcJsD57ztwnfpMppsoAxhg7S99CL1Lfj,1,1,1,0.00,1,0.0584%
39780,GtDiXyrmGU7tPk22rPtQTmH9dzwf86GfZVUdSCwpc8HY,1,1,1,0.00,1,0.0584%
39781,GtDs9cDYCKRuP9tGDkyfVEFdcTVtmyTefUW1vcec1UMw,1,1,1,0.00,1,0.0584%
39782,GtVXS7RsgcujbHrQtMHwBbwnCJPDgoA2BuvCSC1xgUyW,1,1,1,0.00,1,0.0584%
39783,GtX743saDpV5HxhikGm61F6zca6LoNUzoRzC89cowGTj,1,1,1,0.00,1,0.0584%
39784,GtcWhZYyGqaF7kVVMBhyZhc7ByJLAvEC6H2JB7BS34L9,1,1,1,0.00,1,0.0584%
39785,GtfVNZwHxTnRBjVGeir8FVP1fZpgiH3WTFbovvHaNcwd,1,1,1,0.00,1,0.0584%
39786,GtkZ56TGu8L3ETW21XV5LTW2xqSTM1EKcHjq2mSgAf96,1,1,1,0.00,1,0.0584%
39787,GtmH84CoCY9Zjre2WFJkhtZTED2Zik68yqosTkaQNmEy,1,1,1,0.00,1,0.0584%
39788,GtnHJo8iMN95ET6QNEf25hCseWTSs6VrFeAVb4AkYkWo,1,1,1,0.00,1,0.0584%
39789,GtoNChNVAhYjbDnV8WhQqM6H4JVAFbKQgrJVWzD2jkfZ,1,1,1,0.00,1,0.0584%
39790,Gtr66KCkybjQCTu6Y1wsAHZMoqpyedYpdHoEFiKSgfdK,1,1,1,0.00,1,0.0584%
39791,Gtxo5ghBYnniJzHjC9tYcwZeDFAzWt7Z1fn5bSvNV5RZ,1,1,1,0.00,1,0.0584%
39792,Gtxt7fPsQeKE5KSozGfjiLccoe1gPnfPXaGGLypwTtUZ,1,1,1,0.00,1,0.0584%
39793,Gu1KFwbtvioD3fnBWJzT6JfZ8aqo4zmvjULC4trZdhp1,1,1,1,0.00,1,0.0584%
39794,Gu6qHMT23H7VEcJtQY25RCU6dZApK9wFo1HnWCXufk36,1,1,1,0.00,1,0.0584%
39795,GuAftLvPpr5arzK5GQ161tY5msTjG7Pmvo5notvMuQzp,1,1,1,0.00,1,0.0584%
39796,GuDA3sfgVUZA5dGJxSYq6CcNZ1APvtSdhhTpqpRvUKRE,1,1,1,0.00,1,0.0584%
39797,GuJP1MrXhPW12HTTARcM9VdJ2i6LnmhGrq24N3vf9Zzd,1,1,1,0.00,1,0.0584%
39798,GuM79NXUc7wNADYmsH3SdXs3WMwqF3GBkuByZn5ninaw,1,1,1,0.00,1,0.0584%
39799,GuPdGQoj4HCfdUwuZ6ymNAQz2XxFGnBCguU4z6245ppW,1,1,1,0.00,1,0.0584%
39800,GuU7xWJf7NcpbcW9ybbADj7up4jBToQ5itmfbUo4fdGF,1,1,1,0.00,1,0.0584%
39801,GujKNNXKb9bn8QtJpcv8dxsi35Bnt2gVpvKBspcGKYgS,1,1,1,0.00,1,0.0584%
39802,GuyCEAicJia8KfAHPYXvSVAM7VGSoZcimeKjN3iny8Qz,1,1,1,0.00,1,0.0584%
39803,Guyn8QwM51uXRGeZ967nq6iUWzpcr4iJKUcna3hmKowE,1,1,1,0.00,1,0.0584%
39804,Gv1Sn2pJ7jiNrA5xRxGGHErhSbdoYhMsue5HEk3ue22A,1,1,1,0.00,1,0.0584%
39805,Gv1VbUnfNsUA2q2oK3fmNaduLASNmpVy2ap1yM3UNDcK,1,1,1,0.00,1,0.0584%
39806,Gv3HZ6WxGRU4dc6i4tACBQM9mg4pdeECqaKYDcXdYG2Q,1,1,1,0.00,1,0.0584%
39807,GvBN9ah6NYYsT9cMQxUgejJmkfregmL9jA4PCG9Zc84e,1,1,1,0.00,1,0.0584%
39808,GvCkYTqbxuHJvmToTVV7TLJweNyibHdcbnhtDQi32anN,1,1,1,0.00,1,0.0584%
39809,GvFq6oZG928MB6LwQ43EJYHs2UQq4wUDAy3RdPNQojey,1,1,1,0.00,1,0.0584%
39810,GvHQWPbcfPy3AknnYNuNbu5RhXuyvMKtqhnZJgmFaq4W,1,1,1,0.00,1,0.0584%
39811,GvM9Mt8BReUdsvRCkm2rWkV9E1iPhNdEAuZLs4jbuzPx,1,1,1,0.00,1,0.0584%
39812,GvMi8NRsLXhMxVHfyrXLAu4WVQNs8aq8hexgcgYphKvK,1,1,1,0.00,1,0.0584%
39813,GvYGKvSW46x2DxcnnaaH76b2uyKVpAqtAaNyMu9BSgE7,1,1,1,0.00,1,0.0584%
39814,GvZP2P5fNRvCf7mQS1V1N2KvH53mgjgFGYaaifa1NAeM,1,1,1,0.00,1,0.0584%
39815,Gvb7aTa46q4uYT5Vpjkfn3uA1Ld3PHL5e5seRmz4CDgF,1,1,1,0.00,1,0.0584%
39816,GvdygGf49H98w2GUqTikNAD3gMAxBdK6J8TJLJnekerh,1,1,1,0.00,1,0.0584%
39817,GvmUbV97Zhwm6J9WtrffSq8XcDSp7AASpTeiPTwpKrQD,1,1,1,0.00,1,0.0584%
39818,Gvnhy79J81uRVSF5DBoeL8bjEnH1w6SQjL6s7oqVSx8A,1,1,1,0.00,1,0.0584%
39819,Gvo657Sdzh6XMWvkmcAJB82t5MbYVAgQ7wfHJKezwzKp,1,1,1,0.00,1,0.0584%
39820,GvtdZcMrMFjKh6oirRGGZvvB5TheTSJxorRKNRtzBJkB,1,1,1,0.00,1,0.0584%
39821,GvwYXx7oe4DyFvCKuHL3po2mMs9VAhQmxBeRR5Zbbyy1,1,1,1,0.00,1,0.0584%
39822,Gw7CYRfSANv4RfxGiFm6o3fHoy4Y5VRfMeAPMaXS47QH,1,1,1,0.00,1,0.0584%
39823,Gw9ZSqb8gScAfnGnVqNVetgpEYwYLJqwv5ivP9d6ZXRG,1,1,1,0.00,1,0.0584%
39824,GwBBpq3c5VC4vbhx2fYayUV6Kv9VnKYFD7jcd8Cgx73M,1,1,1,0.00,1,0.0584%
39825,GwFSXgRKzZespbm98TiXbsBVHEdS8BCVHxqQkwBSnoWD,1,1,1,0.00,1,0.0584%
39826,GwGxEQsdxhdKyD5GtfiRYFFzCrThgtWre7ANRbmbCxT3,1,1,1,0.00,1,0.0584%
39827,GwMURx7qiR2hqxpzD6uNzMRwo5LpMkjEeupy2F9KxuHP,1,1,1,0.00,1,0.0584%
39828,GwWiJ56x2tjcy3JxpiWKDCtrEvCHHEddR9H7n3SDfqaM,1,1,1,0.00,1,0.0584%
39829,GwWm8oSxVhSEaXJXoRKYLTcfpzx4ErcxTFdQjLmurWQo,1,1,1,0.00,1,0.0584%
39830,GwbnqgGnHxJcH3QXRpXx5PeWbYW24v9QtYL46DyK3bLb,1,1,1,0.00,1,0.0584%
39831,GwbsmwxwJwvf9hukUd6UenYmt7U5hunF56v6bfGEc2Wj,1,1,1,0.00,1,0.0584%
39832,GwbvdRPBUWx59xkRHMjR81T2cbGg4wQv8Ekn5zZykJAi,1,1,1,0.00,1,0.0584%
39833,GwhhMFhHTspy7FNgDYFNKxLrS7XxQy5e7vaThaFAUnWB,1,1,1,0.00,1,0.0584%
39834,GwmPQGHPibG6uJjjemJtYeLkAeEaacKtssJpLzQS1JBm,1,1,1,0.00,1,0.0584%
39835,Gwmco3dBzmqA39C6V5KHjUgP9NiNdJ8agEegErf5MXna,1,1,1,0.00,1,0.0584%
39836,Gwp56TXQqkJVUvddkKVsvXaLZj2JfhqJa4iarJxAhics,1,1,1,0.00,1,0.0584%
39837,GwxvHFAX3SPgHmkFCMNjvKHykDq2cg6YWPXUYEe4iJ3S,1,1,1,0.00,1,0.0584%
39838,GwxzzzWoKfNU5CHJqBcU5XXQ6mhaZUL8tYJkjdnXfgi7,1,1,1,0.00,1,0.0584%
39839,GwzgoU7EeK9PyhJgCsaQDRAg9XzYpwZRd8nZXAuHfYuF,1,1,1,0.00,1,0.0584%
39840,Gx2bCLYRt5vKea6VHEBYddx9R2gJvfsECYq2snwkxZJk,1,1,1,0.00,1,0.0584%
39841,Gx5Nm6bNjYbHUEQpXpUvS2ocdHprg8KEVXa7mWKnCQun,1,1,1,0.00,1,0.0584%
39842,Gx7PrhZsKod73B1VXWg6pFnM6TLzRp8AytZF1PeaKHow,1,1,1,0.00,1,0.0584%
39843,Gx8tpSU3kSx8hVff7LjHW7aQAoBX2TyVjT5cT5ZgLv8p,1,1,1,0.00,1,0.0584%
39844,GxA7kPFsmoeE7sBR39z5XXNw8deWWD4KUHpYky6Km7Wj,1,1,1,0.00,1,0.0584%
39845,GxJZm8YeYhC8E8TYq5aPwNAfdndDd1koALoJM5t4day7,1,1,1,0.00,1,0.0584%
39846,GxKYgF5ab2UNvwpHbu9fSyJY11moZrH1M9b7UvLT5qJF,1,1,1,0.00,1,0.0584%
39847,GxQPQNsyqLmSyYvfRyRUMWkA4nsvhAQpXRjk8hn1QYvw,1,1,1,0.00,1,0.0584%
39848,GxR5r6UwS2ak4NxQQYfnzmw5YvNLY4pFbtZXUzBjEwj9,1,1,1,0.00,1,0.0584%
39849,GxXA2W9FbGm9L3pWzXf4XbQ5Y8Z7nyUFDuMXamPEAX97,1,1,1,0.00,1,0.0584%
39850,GxXJWXGQmqZeiEsTNeMxhyysw2bAzcRffNZXzZuPBseY,1,1,1,0.00,1,0.0584%
39851,GxbreDdHjBHDSNdRQze9ZqnoU6PrLeboym8upCGPWKsH,1,1,1,0.00,1,0.0584%
39852,Gxht3qEMZHAA3AyYCz6jM2nqwpBKXF5HrkPxPVkJ6PBw,1,1,1,0.00,1,0.0584%
39853,GxpFMNPuMhNtb16RAWuKB4aRFtQotdz13rGi2vafEbbD,1,1,1,0.00,1,0.0584%
39854,GxsF6sRbwYJTWuVDM5iZSU4ubToMbPVFGeBDWedektxc,1,1,1,0.00,1,0.0584%
39855,GxyiFSeMRX8ZerhSriWtpK5EkzqUpgLNytY2fQ4MuQa5,1,1,1,0.00,1,0.0584%
39856,Gy1qUQnxNTRTbC2gyKqtpBxkX1CywzpXkSvooMwJSNkh,1,1,1,0.00,1,0.0584%
39857,Gy1wPGoW2JqSgt8zngJvRKTZRmGC5FcQFXKtH5BseZHw,1,1,1,0.00,1,0.0584%
39858,Gy2UC2N9fqh3fwEi9mpWS4qXGcFzgAwmCPJxBDj67rfB,1,1,1,0.00,1,0.0584%
39859,Gy3xdqupy4Q4DWJvyfw594GinbZdxoEdxHzB2m5xe5ZG,1,1,1,0.00,1,0.0584%
39860,Gy8mVRd6ntgpZX5ZTN4Ft79XodhcXbMtKsDjcLvn472o,1,1,1,0.00,1,0.0584%
39861,GyA62CXFi8XmJ2y97Rr6HnBTaCTy69CFu6iZ3NAzYcjg,1,1,1,0.00,1,0.0584%
39862,GyADcsgdvqFsJvpcGMagKEPFRCroBnSU4SMGB6wkoHro,1,1,1,0.00,1,0.0584%
39863,GyCbn8a9DXeq8fkEWVUzc5kNhU6VxESKrF28558UR83e,1,1,1,0.00,1,0.0584%
39864,GyDfTL8weRF8WKtXBtuy2XAXoETfCavyBuW7t316z1JS,1,1,1,0.00,1,0.0584%
39865,GyKbvsf6DYWZcxtP4LD8AiBrRqpikcVz4HQzPM95p3fm,1,1,1,0.00,1,0.0584%
39866,GyMshKR1LUhQAsXqJk3WYWCNss9oooaG5kGiLWLSGnXn,1,1,1,0.00,1,0.0584%
39867,GyQDuFmvMzHjakNif9NdmD6beD8iNFCHp8iiFrtycKbp,1,1,1,0.00,1,0.0584%
39868,GyVhpxmZe2x28J3nwhmp6SKRL5vwBi5ByizoeeqR2P1Q,1,1,1,0.00,1,0.0584%
39869,GyYTTzPiFqC6ZGgJUSSWYXFNqEx2cUd7bUQiYCQfam7e,1,1,1,0.00,1,0.0584%
39870,GyaACivFrr31Xd4fLKp6wN84ghtCXurcsR9sHj7DCMPA,1,1,1,0.00,1,0.0584%
39871,GybGEsAgP9MnALa8rMMMj3ekReGv4fvC128W96oGhbhT,1,1,1,0.00,1,0.0584%
39872,GydnDJP5ugfcGG6ncDoi8S6y7Gh9LkYspJzoHsBkqxZZ,1,1,1,0.00,1,0.0584%
39873,Gyk8hxJaLubKS9GUTNv8Ljo4StxE3AUJMP764forvr7b,1,1,1,0.00,1,0.0584%
39874,GymztEA8ThKZeDYLejQ9vRFKqn99Gu6yxChKj5HJYsGd,1,1,1,0.00,1,0.0584%
39875,GyoiRysTLLNVBmrb2SrBkcqDWtP9NQDMTJkDPsVi6zuW,1,1,1,0.00,1,0.0584%
39876,GypvcmhXGZEBrCpYcxuwnnqT9ViGmiLiQoU5VP5s7yxw,1,1,1,0.00,1,0.0584%
39877,GyxSwq1iBHfnewb2wEKfTdYFoGjJeCXm5o8C3GzZqBD3,1,1,1,0.00,1,0.0584%
39878,GyxV4RrWEtvxTPt85684eQhXBXqj71PfKpHBjrzazFCP,1,1,1,0.00,1,0.0584%
39879,Gz2NrKyxpm6PT5T113dffuCXVk1GFnBVHyX5dSvpMF2U,1,1,1,0.00,1,0.0584%
