Rank,Sender Address,Funders Funded,Creators Funded,Total Tokens Launched,SOL Sent,Tokens Created,% of Total Tokens
39445,GbLKQkUVGRB7ucf76gSQcNbTXcd3Bc24JKhzypDuoRrU,1,1,1,0.00,1,0.0584%
39446,GbUJpEXM4us7NVou5GAw3vzkguUSEACs5AqBxuf2QnZG,1,1,1,0.00,1,0.0584%
39447,GbV7yMEz35C9orPcSdEk1NbPH3azZyMMWnbbDPwnWjT8,1,1,1,0.00,1,0.0584%
39448,GbdWsrmy1AuqDFdSg2ZDscjr1v42SgqbfpLMjovQck2E,1,1,1,0.00,1,0.0584%
39449,Gbj3wGtS81YroA9Bt7ndhmAGAJJdMa8gjcj7ENqT3Kfd,1,1,1,0.00,1,0.0584%
39450,GbmRUSqNkn7ehVHK7j2mfKSAW9ZgtnH49EMZG21dNvkB,1,1,1,0.00,1,0.0584%
39451,GbmwHri6ozUsmKqY3NDKQi7uTLR3VU5opK3Va28wPb6H,1,1,1,0.00,1,0.0584%
39452,GbpNM4YC5SzZaaUqieSGEf9iAte5v2zS5gLzytb1MF6E,1,1,1,0.00,1,0.0584%
39453,GbrGUpDADV8KihTRVrfVD7x1cmzB129ZYJ9a1rULGpJU,1,1,1,0.00,1,0.0584%
39454,GbtkGdN6Mj92gsCPqFpC5UwcdTx2mWyZsYsMNESf9Kmb,1,1,1,0.00,1,0.0584%
39455,Gbu55kdhMCrDfZo68C4WTBMmz2xDiqiBuz5medbrP4w2,1,1,1,0.00,1,0.0584%
39456,GbvgGTQqsHXNAm87ezb1NFb6x9qjsPWXYgtEruGhUsGj,1,1,1,0.00,1,0.0584%
39457,GbzMXnVgcm3nzhi7ENNbcNz87YX6Lg49jBsD3dvMvTAA,1,1,1,0.00,1,0.0584%
39458,GbzY8tW42aqtvZ8W1y85hpxnpsdUudb6c7CxA5NP5qAy,1,1,1,0.00,1,0.0584%
39459,Gc3HdELssA1A8ypJs9hnCzcE8fVVoqjccTtLWfDoyqSD,1,1,1,0.00,1,0.0584%
39460,Gc85uLRUqiAf71KLoVU3qhJjY74QE7o8CpqzsPjgtHXo,1,1,1,0.00,1,0.0584%
39461,Gc8WcKt11EFagT9cFXkgkf8b8YY2md9oh1PELEzAadvb,1,1,1,0.00,1,0.0584%
39462,GcAUMpFqpUWxSBNHUVWzm9royFvhfhQdkjQouhskSuTQ,1,1,1,0.00,1,0.0584%
39463,GcBWSTtgL3xoVbWv4T93hRiejiYuLndXXNYHeAizc9C5,1,1,1,0.00,1,0.0584%
39464,GcR6fcsjtJeQdYYAs1QUR2WzYoQFnTgsZzC7hUkpE2yK,1,1,1,0.00,1,0.0584%
39465,GcUYUJdJLiVWBb5CD33ASNkxAFFcDhLNCAMVLetK61BU,1,1,1,0.00,1,0.0584%
39466,GcWbExUTkDGdgguYxtLdAzZutRXW2w4X57qKpeza6nQo,1,1,1,0.00,1,0.0584%
39467,GcdNjBZJyy296HEQYgj5QzcMzPjBCpTQcC7uQ2Ru5GQb,1,1,1,0.00,1,0.0584%
39468,Gce265TVhBp3NacCFXZ3iTCAVinNnJqW2NSv5tPju61i,1,1,1,0.00,1,0.0584%
39469,Gceip7PXVjij7EYmaUGGwo3Qk7HJjdun6UG54kPNbeqA,1,1,1,0.00,1,0.0584%
39470,GcfUXeWvVdrMBczLppqhSVJVjp2GfCrSmg96DYbpyLYt,1,1,1,0.00,1,0.0584%
39471,GchkYNWE1UCaMN9EPJEfNLiuVAUnzyMmTp99EY4iqnZZ,1,1,1,0.00,1,0.0584%
39472,GcjeXxVfuyL8UMCJxaXx3jwdMBqhFqvEmXGo88c8iLnN,1,1,1,0.00,1,0.0584%
39473,GckB5rmjHPnhQdWN18Sqv2mvaQkJbWgCcSHR2rgL6gs8,1,1,1,0.00,1,0.0584%
39474,Gcmteb55TV3zfLmwzc7WFhdCLizD1TH8tDnrSfS4Q8JF,1,1,1,0.00,1,0.0584%
39475,Gcu3GwBwPKpaTB29k8TkQ8WQeJuz333Hqbg148XLhVBh,1,1,1,0.00,1,0.0584%
39476,Gcy8vDxzybuwkfM9FUB5bfAPzt316KaamVKbrKYDqmzZ,1,1,1,0.00,1,0.0584%
39477,GcybyVfRF9mfMaynNgN5savRYb7VeAAw82ERJgQgrdHo,1,1,1,0.00,1,0.0584%
39478,Gcz4Faieciy2fNN2tquBXJF3hL5zMEbK9QhgSPqTo8HX,1,1,1,0.00,1,0.0584%
39479,Gd2giQAAj55v5bgjeqoYYE8CZLrHR3cnRH7zPht5Z4M8,1,1,1,0.00,1,0.0584%
39480,Gd92gDN6Lsos9dFGxp5y9J3XadMoJPTqg9iQEP19AQGG,1,1,1,0.00,1,0.0584%
39481,GdCoF6NRY7PSySzRLA6NtU2Apk76nYV3qgvocV6xbjaA,1,1,1,0.00,1,0.0584%
39482,GdCue9DKAvSCxGC8fFEEUhp8joTnvn7Lx7qVwCNaku1N,1,1,1,0.00,1,0.0584%
39483,GdKMdsKSAY5qFn7qkLttK8DesKPQ7kqESWZV9NMz6e51,1,1,1,0.00,1,0.0584%
39484,GdLXVRbrW1QCM2X6EEnKv2d4toTDdcV7ecJK1ZayiLPD,1,1,1,0.00,1,0.0584%
39485,GdM8v8DjP2dLRYUrtt1YZNj7JipeegJQ2VAuse5PjVgA,1,1,1,0.00,1,0.0584%
39486,GdUuNLci6XY77pNB9cAJ7Nt4Bww3q6HAHVWuneKMhjge,1,1,1,0.00,1,0.0584%
39487,GdVtdYpqgnV1wb5KKBqFdy1V7bqqq1P6RCYMCARisWoR,1,1,1,0.00,1,0.0584%
39488,GdZoeMcz9SYCZjZSGTMCcmzbu3658TucpjVRwUDJbn1n,1,1,1,0.00,1,0.0584%
39489,GdeUpDU5CkFtyrbVfao5P7rxz1QXvPW4s44osFgf5LxZ,1,1,1,0.00,1,0.0584%
39490,Gdf4xUzCuf3uBpFLjZ1wiRnrSpwXF38JN4rpkWFFQsBv,1,1,1,0.00,1,0.0584%
39491,GdfGmvTxzdzskuyY1RgJRood3N6Wgfp4tKovH6q7Xm9B,1,1,1,0.00,1,0.0584%
39492,GdfcQTPpgqxCGtJw4GPD1UayasA9aBNse3pTq9N5ceP5,1,1,1,0.00,1,0.0584%
39493,GdivhPG9HZK9YNNksT8QZEXtuJuyvX9xQTXAfDnHq4dR,1,1,1,0.00,1,0.0584%
39494,GdkQx5NauZrviBH4WqhwG9ADrnMzF9nf9KgPnccioLcG,1,1,1,0.00,1,0.0584%
39495,GdvvNnvRdT2EW4M71ZnSrhYxTNo9L1Jd8uQi8QM1xDcv,1,1,1,0.00,1,0.0584%
39496,GdwEBSJ9oZcsz4aPP4v6tYPd992UBKmDACGXDLPqbycs,1,1,1,0.00,1,0.0584%
39497,Gdxb3jcFRobFnTBnBAStN4WGm9nRNyHLwTeTY6XtXppq,1,1,1,0.00,1,0.0584%
39498,GdxvCxjUzTcQdjtdwLSqcp51bgbiNEP5T1G1dnhKUij5,1,1,1,0.00,1,0.0584%
39499,GdytGnzWPF4nb2vGjfEYTeYNYnPrimyvGo14DXf1k4QN,1,1,1,0.00,1,0.0584%
39500,Ge4vNnGh5HNjyfEkCuCj4cmgot65uLmKjZqYmWE3stdA,1,1,1,0.00,1,0.0584%
39501,Ge5kEtvJXChuviTuKHgWDCqvNEUpJVWKpAuP2gjNcJir,1,1,1,0.00,1,0.0584%
39502,Ge6o26wAEPMKS84gMyY6hxa8eKb1pV4TxFkK19zNzye1,1,1,1,0.00,1,0.0584%
39503,GeHT25vePz5jaJa4sGeK6ewkhsZuvKnAYKbvxsdbFpZk,1,1,1,0.00,1,0.0584%
39504,GeJFfiqfUgK5ShkRXAFbKfnpD3KsxeqRHCbuhP27GgyS,1,1,1,0.00,1,0.0584%
39505,GeJNpzqT9Hp99bwv8gTZbu4b5UFpThjuKUmtYbTShdwG,1,1,1,0.00,1,0.0584%
39506,GeNjAJHE3GBtqLqChJXUSaKwCR96suQmmwPFcmryQMbq,1,1,1,0.00,1,0.0584%
39507,GeRKUbCWRVrTbbEp8ePCdEBMTKwwGKhsfodxgPyvxZGD,1,1,1,0.00,1,0.0584%
39508,GedCyFemuhpY22rcdBzBJ88xr6KXiUT8yCkYXbH6j48E,1,1,1,0.00,1,0.0584%
39509,GedREuhVWZnMpj153b5Du2McLhC519txq9NKoDSfXdH5,1,1,1,0.00,1,0.0584%
39510,GehBX8XGRzR6peJbH2zKXBnt9LbE2QBo13jdcL3eq4eY,1,1,1,0.00,1,0.0584%
39511,GejsjLd5SF3ir5sgFgxByeacLJYyJMxJ8KjFDBkpV67f,1,1,1,0.00,1,0.0584%
39512,Gemdgd2PSL2SF9KBvjtibX1ugH8HeykkkGSe2Apd9oQu,1,1,1,0.00,1,0.0584%
39513,GenKZcPAjkeHrCk5EAM7vhfZ8Ne1ASQfDSHTajcy32WP,1,1,1,0.00,1,0.0584%
39514,GetcWtitdyL3JBtvbs1gUysP9uwCsXQCxUoShuoGgHib,1,1,1,0.00,1,0.0584%
39515,GezJNX61g7fFEF81SZYkXtbQZD32z7uwfGgzNhCz4Jpq,1,1,1,0.00,1,0.0584%
39516,Gf22Z3vzxRS1eMBbsSrU5saMvuHGY1o7ysv8CHt7L2fo,1,1,1,0.00,1,0.0584%
39517,Gf4uiQZSvQkdVse62BVNtdgYQWhotmP4EAyD7XM8yL9F,1,1,1,0.00,1,0.0584%
39518,Gf5WvYqDWA1JsrMptr7GXyW9ye1hddaaVUizrJ3nRGrS,1,1,1,0.00,1,0.0584%
39519,Gf7JF7S7kWSENXJgZKZ1zeF9FFPch9SCke9Zr4cNVC16,1,1,1,0.00,1,0.0584%
39520,GfCH1mfkW68cn1kjQfupHLdFiheTSMCk7TD6sqbUobQe,1,1,1,0.00,1,0.0584%
39521,GfF8csDuyRTXrLk1h2KjJJ8rKw2sB3aEhekcx2Mpk9Ba,1,1,1,0.00,1,0.0584%
39522,GfFUsyD8zHEpHhrbW1bKKukKf3oWZEC1jHorbWfKtRDX,1,1,1,0.00,1,0.0584%
39523,GfFUzozgBtMutBdkBxXFbhku7WdeAhbXEC5NEPRQF8ck,1,1,1,0.00,1,0.0584%
39524,GfJ6VUip2dJqkSFbKAEzDb6RQy53gE7TPHZSHGpL1ffE,1,1,1,0.00,1,0.0584%
39525,GfJcSeeVANM68csn9gvLezk2W75RR6P7KsJSANefheMt,1,1,1,0.00,1,0.0584%
39526,GfL6GXgFaJftGmS7XtJqtEJq1TvTeBZzkEPEiEdXQBsE,1,1,1,0.00,1,0.0584%
39527,GfNRw62Xp9HPxn3vxjrwPQqzac7NTAUn6mW9gpQ5ZM8,1,1,1,0.00,1,0.0584%
39528,GfP9TC7ti7BHCQLhAh2Jscd2cL57SAa5K1h9jHvbtRjJ,1,1,1,0.00,1,0.0584%
39529,GfPGBBWyC6TQsn4pY3T6vryiJWwSFBT6BSYQNjgQzhnP,1,1,1,0.00,1,0.0584%
39530,GfQriFnctvh4JTm3kE4DwAxu7HrcaUL994UH765p3kCp,1,1,1,0.00,1,0.0584%
39531,GfT1MqQXVezQ13kbt22jTfLBoj85xPXxmCA5FCADbKpS,1,1,1,0.00,1,0.0584%
39532,GfcTg6peJK7TU1F5Zh6kMgCNWHGDHdgMLFZpn97TuLFE,1,1,1,0.00,1,0.0584%
39533,GfctDcCTGsKDDjTH3mvjUiQ58X7PggEaPmgyftgQmDqx,1,1,1,0.00,1,0.0584%
39534,GfeAS71Rdam53rESVXMV4oUFibNmJvanDk8ZuV6KuZWs,1,1,1,0.00,1,0.0584%
39535,GfebPAwRKxJrKAAEabk4sQopFsnNGYnVTv2CfqmLd1KF,1,1,1,0.00,1,0.0584%
39536,GffETBGGdjNUASg2A9aeshSBqHvYy6LaxUSxLXo46Aej,1,1,1,0.00,1,0.0584%
39537,GfhYQortoMANdTwDQan28tvUz1DG94VkmE5wyCAw8HLe,1,1,1,0.00,1,0.0584%
39538,GfiUypZ6jgaeZYy114xsTaNZzcwdyPTQmuXtFH6HBT3H,1,1,1,0.00,1,0.0584%
39539,GfrTzN266Zyj3EdXA9PMWvAinHy1dabERHJ7EEicZYaw,1,1,1,0.00,1,0.0584%
39540,Gfs8hhuXZBPNvioAKajxBjiuEk2uq3N9jKsu6zim4j3u,1,1,1,0.00,1,0.0584%
39541,Gfsf6jKJH5giPrUiprKrddUxerdwabxNDWmwAvK5Xaw7,1,1,1,0.00,1,0.0584%
39542,Gft6EePW3szTCjg8icd5unLDMsmy3aA3dwCE7qUAGjpM,1,1,1,0.00,1,0.0584%
39543,GftMypxwN59CFswnAKax8FSwEoYxywuemiYFMTwi3ZmH,1,1,1,0.00,1,0.0584%
39544,GfwWrzn1uMnb1C8hDdrrXNeTGJtXVqJyYhGVQxRTydr6,1,1,1,0.00,1,0.0584%
39545,Gg2Cn6nDe9zaQyi1kFNUDckU9HRNnaebz3ec3cAwPKDY,1,1,1,0.00,1,0.0584%
39546,GgATT27EuHovWtJU9d68stK3Rw9XVWaSiQ14M2gf1vXi,1,1,1,0.00,1,0.0584%
39547,GgBm8baLm81EtiyycHEvDSyAzgcDEcG1SEoe7ryYJUNx,1,1,1,0.00,1,0.0584%
39548,GgGqpt6s1hEh2rrWKmbEvcsHyps55fFDRtt5wCSwokKs,1,1,1,0.00,1,0.0584%
39549,GgHjfdYgGnvy6KdTmv4B6T1zYFcSbEwLcDvhRRxvqscv,1,1,1,0.00,1,0.0584%
39550,GgJWEpuyGEPFKgSrve88XQbQSRoXLhWqdhEC4znu3UZi,1,1,1,0.00,1,0.0584%
39551,GgMkE62qBQVYa2DwjMdgDLcQzvi2YVUdypg12kPhvzvs,1,1,1,0.00,1,0.0584%
39552,GgcT6HufhnepSGA8qbuTxwgmsGMa16xHTvBQXSYrHmks,1,1,1,0.00,1,0.0584%
39553,GgdjjsdXkGBeYcfNwpqC8YgV4SBbNLd8Vy5HinaQG5w,1,1,1,0.00,1,0.0584%
39554,GghgQvHd8uxbktTAvc6VHzzTcdVuEhnYGrfvqrfVPP1L,1,1,1,0.00,1,0.0584%
39555,GgqRUEVUF9a24pqptFk2w5LdAQMjyE1X9bF2Cz5cX2yN,1,1,1,0.00,1,0.0584%
39556,Ggr7YubYfoVwuhfzH5seSXgJWa3k2LcyqSGkp9A3c68Y,1,1,1,0.00,1,0.0584%
39557,GgrJ2recx1Z1B9FcwJTGbnS7Wqy2hKkK6rc2gBNKcnG6,1,1,1,0.00,1,0.0584%
39558,Ggt7vtp7F5ZZ1bhR6FXM3PTEKC97HLMUu5j2AKJznnmF,1,1,1,0.00,1,0.0584%
39559,GguFfbXT9PYh2VT1aLmZEvYkHxf1fPewWp64QXQXDWFn,1,1,1,0.00,1,0.0584%
39560,GguhmU6aCRXpiNiEzaHTDWvrVKpHyfyc9MgpHVyKLY2G,1,1,1,0.00,1,0.0584%
39561,GgwRXiUPsW8RZg3DeECY5ZxRYLNJGjv9jgcQDd7tMizf,1,1,1,0.00,1,0.0584%
39562,GgySWvLZodrnrXqh3NvTC5uHjWW2EcPN1BARKyT3cpjG,1,1,1,0.00,1,0.0584%
39563,Gh1LXXtaqMhkpeTh818deHsT9KgJ4uGR67E6ecyediKa,1,1,1,0.00,1,0.0584%
39564,Gh7PwjXAwzQYboNGJnAbm6XdR9tHyTtAJ2PvkxZ6fbH2,1,1,1,0.00,1,0.0584%
39565,Gh8oFXjF3eTFnCTQZEHjeth8Mi2yUEjoP4rsqx5EKbnJ,1,1,1,0.00,1,0.0584%
39566,GhBFWJTDTM6xZZsfA4syjznLywRt7r9EZmhNzNxCMxz1,1,1,1,0.00,1,0.0584%
39567,GhC5L6FvQx3929aoEsHMQH82YwB8DrzYtraMgyNaXj6z,1,1,1,0.00,1,0.0584%
39568,GhGXoyNHtPgHZykk7pGz6uaBhwhPEpqjX75cfe2SE6Xr,1,1,1,0.00,1,0.0584%
39569,GhGhQvSYvWZ6H4kmyaZq7Ys9yGfN24WaLQU1tnqMeJNN,1,1,1,0.00,1,0.0584%
39570,GhJt4Z8tB1Uy41ud4Ziu9L91H1MZFSXqUxRF3dL6yjwC,1,1,1,0.00,1,0.0584%
39571,GhK2FBHCaSE7XF6cF4ufhZMqQajNUVdSHy7wAPAH3deL,1,1,1,0.00,1,0.0584%
39572,GhRhjZvtcRSHoAxXDQQe677T62FwtrrQ4D9MVAoMhCkP,1,1,1,0.00,1,0.0584%
39573,GhVSzJRBKf52EqbmTaXmTCqPdiVcfBcRvXNxU7Qwnzhi,1,1,1,0.00,1,0.0584%
39574,GhYFU8STdFgMekGBKc4uyDWWt5rxVtTfQyUkkPnqb11i,1,1,1,0.00,1,0.0584%
39575,GhZRnw5RkznfqHzjVSAWB7bF1FxMSxYBa2BxUdKuHcnN,1,1,1,0.00,1,0.0584%
39576,Ghceq5rDKTMme6fzW7Tdmoo4DXUsQVKsLc4pe81inMsT,1,1,1,0.00,1,0.0584%
39577,GhfDcz6mKh5mnXJBBZHY77k17ETskZA3p5TrEzRqXFLJ,1,1,1,0.00,1,0.0584%
39578,Ghohhew8r6jY8m332y7tfqV4XMyCgs83KfHUqmiegdQC,1,1,1,0.00,1,0.0584%
39579,GhpDV4YMhVyfF9zgDYh9cpCSeyxD7oULSxPM1Sp5y76f,1,1,1,0.00,1,0.0584%
39580,GhrBQx4t2crhgSigFsQhuboJ2cMrNJMvpmvPVdVTGGJ9,1,1,1,0.00,1,0.0584%
39581,GhrZiViRdA8EQomLmxsLc1MHVyYHnG3gCRjKWcixFGv2,1,1,1,0.00,1,0.0584%
39582,GhtjnzdunyfqxzmoGBuyrdg2vUCSQg9jCu1iN3B1A5N7,1,1,1,0.00,1,0.0584%
39583,Ghvw17fz7iBmpmuBiR16TaL663vnZR24VBHRbLU1bcbf,1,1,1,0.00,1,0.0584%
39584,GhyAuevbTyVFH4kZWhL2rgRDix75NRcCXFopB7ACiNWe,1,1,1,0.00,1,0.0584%
39585,Gi7H6ZA1eVP2nePqJnmHN5WogwA766Q5C7PM3aYcvadP,1,1,1,0.00,1,0.0584%
39586,GiG1MFGEbthBwUamMmzjgGMooeZHWbHSFvtBmr8dkZry,1,1,1,0.00,1,0.0584%
39587,GiK8FnW1p55yxG8hX3ZnZBuvqfUtEidgjnNoMMiSt4CF,1,1,1,0.00,1,0.0584%
39588,GiRp78LAy6D4xcRYBAyCNcAru3KwSxYNPByuoAzTPZxg,1,1,1,0.00,1,0.0584%
39589,GiSvqg64bB7U6vxY8yhBPEGGgx7vg3KtMJi4734xxXP,1,1,1,0.00,1,0.0584%
39590,GiURftGaWNjn5Ya7UsQJ7NGhDHF6H8qM7tg23R9CvNaB,1,1,1,0.00,1,0.0584%
39591,GiYJHPHKdUZcxi2Js3FCEf1GTtRKuAD6KgnFR4bgo9Mc,1,1,1,0.00,1,0.0584%
39592,Gip47pgVw2JZdPKjZybDF8AdGE9f3WBKZiiceWF1NfcP,1,1,1,0.00,1,0.0584%
39593,GiqibvSdDwHyYM9dkJVHkzCRfeXEcFfyfSoFqKfHZi6a,1,1,1,0.00,1,0.0584%
39594,Gj1HEmmo7xotacZd5nZuuXntpqenj8qdPtnpwLuwdtBz,1,1,1,0.00,1,0.0584%
39595,Gj1rHBPzFKW86yJ1hYAghdDfXmWHZb1JtgDc2P87YRWv,1,1,1,0.00,1,0.0584%
39596,Gj3LRx7fChwy9ARE8LjTmvLy9Gn9S96sk6cqBn7LJpgC,1,1,1,0.00,1,0.0584%
39597,Gj9MBGN8PrbUQ5BQhvAfP8uNncwzFSKAeDS6CuKHYF6T,1,1,1,0.00,1,0.0584%
39598,GjDvPTx61i2brWAVMMutipfTY2MqNP1DfRHJYV4MzCis,1,1,1,0.00,1,0.0584%
39599,GjFBadUAcDg41m9Uw7jQpaZ6qPr2padoaq1cKatUPSAK,1,1,1,0.00,1,0.0584%
39600,GjGFfXXaKBnvJbLVNcGmhemD8Jawbgbgxh9hBer3Cbt7,1,1,1,0.00,1,0.0584%
39601,GjQkgtdZsYyX79dk3rAopZoCGLj1aMXZtk1crHhED2bo,1,1,1,0.00,1,0.0584%
39602,GjRKnvUujutbUM21HrAae2ee1XWGXcX2r3Nq36Z86137,1,1,1,0.00,1,0.0584%
39603,GjSw1MA5cGs4eQjEaCpfoeGKUpU5CrN34NahPFjeAEPh,1,1,1,0.00,1,0.0584%
39604,GjWWYt3x5ajvQJF7PpniBQLqVMLbmhswfGDKvJU3kvME,1,1,1,0.00,1,0.0584%
39605,GjdrYc9qv3XHipyKZBeYBQLuXgBu5yJAzLEeSHz1TdxM,1,1,1,0.00,1,0.0584%
39606,Gje8cUXRVLNw4ArVUgJhviN32mUgNaNJkhvG9ffxmPP,1,1,1,0.00,1,0.0584%
39607,Gje8gtVQaam2YfrV1RkUbB3j4oxkVyNaYdw2CRYH1eCv,1,1,1,0.00,1,0.0584%
39608,GjeHjj63aPSvsCyUQys7m3RJrH1ozbFNKVaTz4fRySnn,1,1,1,0.00,1,0.0584%
39609,Gjfhkz69ta9bfCJLAawN6VvXuYHSxBah6wWKgdsQrqLV,1,1,1,0.00,1,0.0584%
39610,GjkfK6d37u6LVKagUkRhLHcSZiDLAe1zCr1RCk8d9nu3,1,1,1,0.00,1,0.0584%
39611,GjmybAPBvj2cBcfCtqtDurBnjRPLzxKvG2rWdzqGZrVe,1,1,1,0.00,1,0.0584%
39612,GjoxD9xY9p9sdjrtmYuzYsfmYukPNvBLkpa9ok9EdN3e,1,1,1,0.00,1,0.0584%
39613,GjpmNVfZQeBKWhhpgLnpKcPz3gWKA2KmaCjgwt8kDmc,1,1,1,0.00,1,0.0584%
39614,GjpmX7cQWSX7P7btS4MYNWFiMWC13fnvP3W5DbPdxtPh,1,1,1,0.00,1,0.0584%
39615,GjuhJiAV8SMfp3kP5mhingL2tr1xTFS3DcjkerqqK3Gw,1,1,1,0.00,1,0.0584%
39616,GjzkQeeHEVeetvTNboQx89aEq8DTwxgUmPoy8oawR4ww,1,1,1,0.00,1,0.0584%
39617,Gk3SF3SgrHZRvCSGRvBaVxteFWCSdeMVCQusihJLuQmJ,1,1,1,0.00,1,0.0584%
39618,Gk3VQokFHZSvkafYZZEgnvxw78cTdLdgNtYEBcvBkTLP,1,1,1,0.00,1,0.0584%
39619,Gk7LXMgjcnHYmv7SgT31KpoUt1Dp1MktzgeKChwRVM33,1,1,1,0.00,1,0.0584%
39620,Gk8SnBtpEonpeVTx3F4kAGYbZ2kBYWcVeM4fM2xpwoiE,1,1,1,0.00,1,0.0584%
39621,GkAPLUDhCAeKzidcvTQFYG2BYU8KEHvEiDfbQLiMDE5E,1,1,1,0.00,1,0.0584%
39622,GkGUFRjbAMjk7NFG2Vy72cpFPQaFckkGmn7ZRzJiJxKV,1,1,1,0.00,1,0.0584%
39623,GkJAun8sXfPJHxkfAaF3gLotMLH21FY1DBSMjx8AHxGz,1,1,1,0.00,1,0.0584%
39624,GkJXwVU5gqHtpKkU3TkvCVNuKtqki5FG2xqYmZisPDJq,1,1,1,0.00,1,0.0584%
39625,GkLmrozUVcDWNEMW6TECBM3FkuBu3rNSEWdY3dRKmekB,1,1,1,0.00,1,0.0584%
39626,GkRQnMAv5JE4V4m1T3THd8DMqJmTkMeEMxCL5Dnz8u4v,1,1,1,0.00,1,0.0584%
39627,GkRcS8JvaAMcnRjXSNBe4Fvv6ekzTrmD8oXjhAQNNdL,1,1,1,0.00,1,0.0584%
39628,GkWamJ7GaZHpC3uWE64nVVtNNYZnRJtCijc1phC8G7ES,1,1,1,0.00,1,0.0584%
39629,GkY7UXE3mKE9yRQa6uAJcM6BEB5tPRu2ptu5x2CeN5Th,1,1,1,0.00,1,0.0584%
39630,GkbqfS5LfKyQNUgC6rqxnSaUc9BD1aEH3Kz1irJyqeNY,1,1,1,0.00,1,0.0584%
39631,GkcZuU7Lu9xEpnhPQfNczZZ2ppZNuvVAF1GnBgY5gScL,1,1,1,0.00,1,0.0584%
39632,GkdLH2TwHLUzApSSHLSZzk7SRn6ze9tEfutrjyrt7Scx,1,1,1,0.00,1,0.0584%
39633,GketRV7PHba6SkfGsGPaxyRjNxJiNTwxWtHpUYJ2ewcM,1,1,1,0.00,1,0.0584%
39634,GkoqCs1sF97WX7iKiuVevzasSwbeZvxbRC5amXZDMf9d,1,1,1,0.00,1,0.0584%
39635,GkqDv6agu2NCmEk3px6kTF4qtgNh4sYpAfsAGJtFzykH,1,1,1,0.00,1,0.0584%
39636,GktQXFNoLndEpxsi2cGGWqj44Bida8gVaXfRReEBdsEJ,1,1,1,0.00,1,0.0584%
39637,GkxZY3WDE1Cg7fhyGZTnDhVQYhgwfaiJG7apKXr42zxk,1,1,1,0.00,1,0.0584%
39638,Gm3imV1iAKDWoUkkqzVoEm48RkPDHrozPW6rspuReVht,1,1,1,0.00,1,0.0584%
39639,Gm46ykYmMEeFNCBmYesKkyeDdxXXQePjny1N3cF4EMfb,1,1,1,0.00,1,0.0584%
39640,Gm6LokvK6mGevx5ZpxyE8JVgWZ6C2U76yBjpprhW7kuJ,1,1,1,0.00,1,0.0584%
39641,Gm7Wq1wh3EP5wcaVRX8NV7N9ZJCb67nLBVRKneYp7mLW,1,1,1,0.00,1,0.0584%
39642,Gm95aj4Tmg5dqCTYJcPke85PrNz6c8wuckskR9m351st,1,1,1,0.00,1,0.0584%
39643,GmBKNrWePK8mDUHDaFvdHBfCPTmYg442fSzWYMJ6xQ6M,1,1,1,0.00,1,0.0584%
39644,GmCrQPmcCkntym2T7x5hXGGFejtpCeeCfz3z6yxyRghi,1,1,1,0.00,1,0.0584%
39645,GmSyuXCB3h7Fa9iacHYxnUrP4mcGPfZgAfF9YAQxvXvi,1,1,1,0.00,1,0.0584%
39646,GmXsvRhtwaRpLEtdhqyso4Asf5KyGdJkn6K1sSgzzFM,1,1,1,0.00,1,0.0584%
39647,GmZX85YH3TW7vXYBjt7VNRJ3cc8ubYd6XCjX6vsT3vB,1,1,1,0.00,1,0.0584%
39648,GmcKkZg4TtYntazhQNqKv1b93BLxTrXwtKvWmLuBbXF7,1,1,1,0.00,1,0.0584%
39649,GmfD6iSJq37q6SSqPaQSeZVGhmXp4u2MCdwSH2VfKMqh,1,1,1,0.00,1,0.0584%
39650,Gmh71n6yp5ejkh9ft6MJSYjYE7gATSxXGY9Cf4HdDJfX,1,1,1,0.00,1,0.0584%
39651,GmhQJiJeHqCX258bDonvgKFirmnzXwDX6ysAT9PdGnY6,1,1,1,0.00,1,0.0584%
39652,Gmj5hNrTx68YzDVpArH1yEAieER7tbsBfqAkv9WzYwgt,1,1,1,0.00,1,0.0584%
39653,GmjhMup7gXevCmEC5pXdRJumQ4rpW9bvu1CkPLJHW9SH,1,1,1,0.00,1,0.0584%
39654,GmqSTSPF8ZJQxA8QX8uALhJfrQc25rH6FPrAvwXEj9Kr,1,1,1,0.00,1,0.0584%
39655,GmtQ25Pz2mx5zDa3QcjMsjHmE1Xr3Pwsn2B7F8YetqMk,1,1,1,0.00,1,0.0584%
39656,GmtbAKbHspR4eUKBaLjN1kJBQjQ5KVQ2Re6tMsfvaat5,1,1,1,0.00,1,0.0584%
39657,Gn7QHVypz3J7uAZb1YH5SfKHn5SFR9d2G26UwN23Xy6p,1,1,1,0.00,1,0.0584%
39658,GnBXzRd6QU26G5icEZfxvfVkXa1hbM5YtDVDizCiGTpy,1,1,1,0.00,1,0.0584%
39659,GnGrJ1E5orAGoM8bDGR7CGLRJga22UvjKULeJmFvfgT1,1,1,1,0.00,1,0.0584%
39660,GnMVbtKmA4CrXZN5Lkr3D7zBDdNbNTcCEPe8C82KTTmo,1,1,1,0.00,1,0.0584%
39661,GnPRLDkXJbEJ4Dg4ciHZ2r2oSpefT14xoG1RThrhGgNj,1,1,1,0.00,1,0.0584%
39662,GnT46YFCNi5D4ZgzdDg15BFYxnniPGcDT8s8Y595BJUd,1,1,1,0.00,1,0.0584%
